hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
果然,guǒ rán,really; sure enough,แน่นอน,3,4,เป็นไปตามคาด,
架,jià,to support; frame,กรอบ,3,6,ค้ำ; โครง,
柱子,zhù zi,pillar,เสา,3,6,เสา,
树叶,shù yè,tree leaves,ใบไม้,3,4,ใบไม้,
树木,shù mù,tree,ต้นไม้,3,6,ต้นไม้,
树立,shù lì,to set up; to establish,ตั้ง,3,5,สร้าง,
核心,hé xīn,core; nucleus,ศูนย์กลาง,3,5,แก่น; ศูนย์กลาง,
根源,gēn yuán,origin; root,ต้นตอ,3,6,ต้นตอ,
框,kuāng,frame; casing,กรอบ,3,6,กรอบ,
桶,tǒng,bucket; trash can,ถัง,3,5,ถัง,
棵,kē,"classifier for trees, plants",ต้น,3,4,ต้น,
楼下,lóu xià,downstairs,ชั้นล่าง,3,3,ชั้นล่าง,
概念,gài niàn,concept; idea,แนวคิด,3,5,แนวคิด,
模仿,mó fǎng,to imitate; to copy,เลียนแบบ,3,5,เลียนแบบ,
正义,zhèng yì,justice; righteousness,ความยุติธรรม,3,6,ความยุติธรรม,
此,cǐ,this; these,นี้,3,5,นี้,
此时,cǐ shí,now; this moment,บัดนี้,3,6,ขณะนี้,
步行,bù xíng,to go on foot; to walk,เดินเท้า,3,4,เดินเท้า,
殿堂,diàn táng,palace; hall,พระราชวัง,3,6,พระราชวัง,
每当,měi dāng,whenever; every time,ทุกครั้งที่,3,4,ทุกครั้งที่,
毕竟,bì jìng,after all; all in all,ท้ายที่สุด,3,5,"ยังไงเสีย, ถึงยังไงก็ตาม",Function-word 'after all'; ยังไงเสีย captures it but is register-loose — second opinion welcome.
毛病,máo bìng,fault; defect,ข้อบกพร่อง,3,5,ข้อบกพร่อง,
毛笔,máo bǐ,writing brush,แปรงเขียน,3,5,พู่กันจีน,
毫无,háo wú,not in the least; to completely lack,ไม่เลย,3,6,ไม่เลย,
水温,shuǐ wēn,water temperature,"อุณหภูมิน้ำ, ความร้อนของน้ำ, อุณหภูมิ",3,5,อุณหภูมิของน้ำ,
沉默,chén mò,taciturn; uncommunicative,เงียบสงบ,3,5,เงียบขรึม; นิ่งเงียบ,
没想到,méi xiǎng dào,didn't expect,"ไม่คาดคิด, นึกไม่ถึง",3,3,"ไม่คาดคิด, นึกไม่ถึง",
沾,zhān,to moisten; to be infected by,"ระเสือ, ติดเชื้อ",3,6,ทำให้เปียก; ติดเชื้อ,Current 'ระเสือ' was garbled/non-Thai; replaced with sense-accurate Thai.
沿,yán,along; to follow,ตาม,3,5,ตาม,
沿途,yán tú,along the sides of the road; by the wayside,ตลอดทาง,3,6,ตลอดทาง,
泥土,ní tǔ,earth; soil,ดิน,3,6,ดิน,
注,zhù,to pour; to focus (attention),เท,3,4,เท; จดจ่อ,
活儿,huó er,work; lots of things to do,งาน,3,5,งาน,
流,liú,to flow; to disseminate,ไหล,3,6,ไหล,
流动,liú dòng,to flow,ไหล,3,4,ไหล,
浅,qiǎn,shallow; light,ตื้น,3,6,ตื้น; อ่อน,
浏览,liú lǎn,to skim over; to browse,อ่านคร่าว ๆ,3,5,อ่านคร่าว ๆ,
浓,nóng,concentrated; dense,เข้มข้น,3,5,เข้มข้น,
海鲜,hǎi xiān,seafood,อาหารทะเล,3,5,อาหารทะเล,
消,xiāo,to diminish; to subside,หายไป,3,5,หายไป,
液体,yè tǐ,liquid,ของเหลว,3,5,ของเหลว,
淘气,táo qì,naughty; mischievous,"ซน, ซุกซน",3,5,"ซน, ซุกซน",
淡,dàn,insipid; diluted,จืด,3,5,จืด,
深入,shēn rù,to penetrate deeply; thorough,ลึกซึ้ง,3,6,เจาะลึก; ลงลึก,
添,tiān,to add; to increase,เพิ่ม,3,5,เพิ่ม,
清晰,qīng xī,clear; distinct,ชัดเจน,3,5,ชัดเจน,
清淡,qīng dàn,light; insipid,"จืด, อ่อน",3,5,"จืด, อ่อน",
渴,kě,thirsty,หิวน้ำ,3,3,หิวน้ำ,
渴望,kě wàng,to thirst for; to long for,อยากได้,3,5,โหยหา; ปรารถนา,
湖,hú,lake,ทะเลสาบ,3,5,ทะเลสาบ,
源于,yuán yú,has its origins in,มาจาก,3,5,มาจาก,
演讲,yǎn jiǎng,to give a lecture; to make a speech,บรรยาย,3,5,"บรรยาย, กล่าวสุนทรพจน์",
潜在,qián zài,hidden; potential,ซ่อนเร้น,3,5,แฝงอยู่; ซ่อนเร้น,
潜能,qián néng,potential; hidden capability,ความสามารถซ่อนเร้น,3,5,ศักยภาพ,
潮湿,cháo shī,damp; moist,ชื้น,3,5,ชื้น,
激情,jī qíng,passion; fervor,"ความหลงใหล, อารมณ์เร่าร้อน",3,6,"ความหลงใหล, อารมณ์เร่าร้อน",
激烈,jī liè,of competition or fighting intense; fierce,รุนแรง,3,5,รุนแรง,
火花,huǒ huā,spark; sparkle,ประกายไฟ,3,6,ประกายไฟ,
灵魂,líng hún,soul; spirit,วิญญาณ,3,6,วิญญาณ,
炫耀,xuàn yào,dazzling; to show off,โอ่อวด,3,6,โอ่อวด,
点头,diǎn tóu,to nod,พยักหน้า,3,5,พยักหน้า,
点缀,diǎn zhuì,to decorate; to adorn,ประดับ,3,6,ประดับ,
热烈,rè liè,enthusiastic; ardent,กระตือรือร้น,3,5,กระตือรือร้น,
焦躁,jiāo zào,fretful; impatient,"กระวนกระวาย, หงุดหงิด",3,6,"กระวนกระวาย, หงุดหงิด",
煤,méi,coal,ถ่านหิน,3,6,ถ่านหิน,
照常,zhào cháng,as usual,ตามปกติ,3,5,ตามปกติ,
熬夜,áo yè,to stay up late or all night,นอนดึก,3,5,นอนดึก,
爱人,ài rén,spouse; lover,"คนรัก, สามี",3,4,คู่สมรส; คนรัก,
牙齿,yá chǐ,tooth; dental,ฟัน,3,5,ฟัน,
物资,wù zī,goods; supplies,สิ่งของ,3,6,วัสดุสิ่งของ,
特制,tè zhì,specially made; custom-made,พิเศษ,3,6,ทำขึ้นเป็นพิเศษ,
特有,tè yǒu,specific; characteristic,เป็นเอกลักษณ์,3,5,เป็นเอกลักษณ์,
犯,fàn,to violate; to offend,กระทำ,3,6,ละเมิด; ก่อความผิด,
狡猾,jiǎo huá,crafty; cunning,"เจ้าเล่ห์, มีเล่ห์เหลี่ยม",3,5,"เจ้าเล่ห์, มีเล่ห์เหลี่ยม",
狭窄,xiá zhǎi,narrow,แคบ,3,6,แคบ,
猩猩,xīng xīng,orangutan,ลิงอุรังอุตัง,3,5,ลิงอุรังอุตัง,
玉,yù,jade,หยก,3,6,หยก,
现有,xiàn yǒu,currently existing; currently available,มีอยู่,3,4,มีอยู่,
珍珠,zhēn zhū,pearl,ไข่มุก,3,6,ไข่มุก,
理念,lǐ niàn,idea; concept,ความคิด,3,5,แนวคิด; อุดมการณ์,
理由,lǐ yóu,reason; grounds,เหตุผล,3,5,เหตุผล,
琴,qín,guqin; musical instrument,"กู่ฉิน, เครื่องดนตรี",3,5,"กู่ฉิน, เครื่องดนตรี",
用户,yòng hù,user; consumer,ผู้ใช้,3,5,ผู้ใช้,
由此可见,yóu cǐ kě jiàn,"from this, it can be seen that...",เห็นได้จาก,3,6,จากนี้จะเห็นได้ว่า,
甲,jiǎ,first (in a series); grade A,ตัวอักษรแรก,3,6,ลำดับที่หนึ่ง; เกรดเอ,
电影院,diàn yǐng yuàn,cinema; movie theater,โรงภาพยนตร์,3,1,โรงภาพยนตร์,
电池,diàn chí,battery; electric cell,แบตเตอรี่,3,5,แบตเตอรี่,
电视剧,diàn shì jù,TV series; TV drama,ละครโทรทัศน์,3,4,ละครโทรทัศน์,
画面,huà miàn,scene; tableau,ฉาก,3,4,ภาพ; ฉาก,
画龙点睛,huà lóng diǎn jīng,the crucial finishing touch,วาดมังกรลงตา,3,5,จุดเด็ดที่ขาดไม่ได้,"Idiom rendered by meaning (crucial finishing touch), not literal 'draw dragon, dot the eye'."
疑惑,yí huò,to doubt; to distrust,สงสัย,3,5,สงสัย,
疲倦,pí juàn,to tire; tired,เหนื่อยล้า,3,6,เหนื่อยล้า,
登,dēng,to scale; to ascend,ขึ้น,3,5,ขึ้น,
百,bǎi,hundred,ร้อย,3,2,ร้อย,
盆,pén,basin; flower pot,หม้อดอกไม้,3,5,อ่าง; กระถาง,
盒子,hé zi,box; case,กล่อง,3,4,กล่อง,
盛开,shèng kāi,blooming; in full flower,บานออก,3,6,บานสะพรั่ง,
直观,zhí guān,intuitive; visual,โดยตรง,3,6,เข้าใจได้ง่าย; เห็นภาพชัดเจน,
相互,xiāng hù,each other; mutual,ซึ่งกันและกัน,3,4,ซึ่งกันและกัน,
相应,xiāng yìng,to correspond; answering,สอดคล้อง,3,5,สอดคล้อง,
相机,xiàng jī,camera; at the opportune moment,กล้องถ่ายรูป,3,3,กล้องถ่ายรูป,
相等,xiāng děng,equal; equally,เท่ากัน,3,6,เท่ากัน,
相连,xiāng lián,to link; to join,เชื่อมต่อ,3,6,เชื่อมต่อ,
省,shěng,to save; to economize,ประหยัด,3,4,ประหยัด,
看望,kàn wàng,to pay a visit to; to see,เยี่ยม,3,5,เยี่ยม,
看重,kàn zhòng,to regard as important; to value,เห็นความสำคัญ,3,5,เห็นความสำคัญ,
真心,zhēn xīn,wholeheartedness; sincerity,จริงใจ,3,4,จริงใจ,
真相,zhēn xiàng,the truth about something,ความจริง,3,5,ความจริง,
眼光,yǎn guāng,gaze; insight,สายตา,3,6,สายตา; วิสัยทัศน์,
眼看,yǎn kàn,soon; in a moment,ใกล้จะ,3,5,ใกล้จะ,
瞬间,shùn jiān,in an instant; in a flash,ชั่วขณะ,3,6,ชั่วขณะ,
知名,zhī míng,well-known; famous,มีชื่อเสียง,3,5,มีชื่อเสียง,
短信,duǎn xìn,text message; SMS,ข้อความสั้น,3,4,ข้อความสั้น,
短暂,duǎn zàn,of short duration; brief,สั้นนาน,3,5,ชั่วครู่; สั้นๆ,
石油,shí yóu,oil; petroleum,น้ำมันดิบ,3,6,"น้ำมัน, ปิโตรเลียม",
砸,zá,to smash; to pound,บดขยี้,3,6,ทุบ; ทำให้แตก,
确认,què rèn,to confirm; to verify,ยืนยัน,3,5,ยืนยัน,
祝贺,zhù hè,to congratulate; congratulations,"ยินดี, แสดงความยินดี",3,4,"ยินดี, แสดงความยินดี",
神秘,shén mì,mysterious; mystery,ลึกลับ,3,5,ลึกลับ,
票,piào,ticket; ballot,ตั๋ว,3,2,ตั๋ว; บัตรลงคะแนน,
穷,qióng,poor; destitute,ยากจน,3,4,ยากจน,
空儿,kòng ér,spare time; free time,เวลาว่าง,3,5,เวลาว่าง,
空虚,kōng xū,hollow; emptiness,ว่างเปล่า,3,6,ว่างเปล่า,
穿着,chuān zhuó,attire; clothes,เสื้อผ้า,3,3,การแต่งกาย; เครื่องแต่งกาย,
窗帘,chuāng lián,window curtains,ผ้าม่านหน้าต่าง,3,5,ผ้าม่านหน้าต่าง,
