orig_row,hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
4042,豆浆,dòu jiāng,soy milk,นมถั่ว,1,6,น้ำเต้าหู้; นมถั่วเหลือง,
4048,账,zhàng,account; bill,"บัญชี, ค่า",1,5,บัญชี; บิล,
4050,质地,zhì dì,texture; background,"วัฒนภูมิ, เนื้อแน่น",1,6,เนื้อสัมผัส; คุณภาพวัสดุ,EN-GLOSS-BUG: 质地 = texture/quality of material; 'background' is not a standard sense
4055,贯通,guàn tōng,to link up; to thread together,เชื่อมให้ยาว,1,6,เชื่อมต่อ; เข้าใจถ่องแท้,
4056,贴切,tiē qiè,close-fitting; closest,มีความเกี่ยวข้องกับ,1,6,เหมาะเจาะ; เหมาะสม,"EN-GLOSS-BUG: 贴切 means apt/fitting (esp. of wording), not 'close-fitting/closest'"
4059,贿赂,huì lù,to bribe; a bribe,ดำเนินการประพฤติมิชอบ,1,6,ติดสินบน; สินบน,
4068,赶到,gǎn dào,to hurry,ไปถึงเร็ว,1,6,รีบไปถึง,
4069,赶忙,gǎn máng,to hurry; to hasten,รีบไป,1,5,รีบไป,
4077,超,chāo,to exceed; to overtake,"เกิน, เหวี่ยงจม",1,6,เกิน; แซง,
4086,趣味,qù wèi,fun; interest,ความสนใจ,1,6,ความสนุก; รสนิยม,
4089,路况,lù kuàng,road condition,สภาพถนน,1,4,สภาพถนน,
4093,路过,lù guò,to pass by or through,ผ่านไป,1,4,ผ่านไป,
4095,跳远,tiào yuǎn,long jump,กระโดดยาว,1,6,กระโดดไกล,
4096,踊跃,yǒng yuè,to leap; to jump,กระโดดลุกขึ้น,1,6,กระตือรือร้น; กระโจน,EN-GLOSS-BUG: 踊跃 in modern use means eagerly/enthusiastically; 'to leap/jump' is only the literal sense
4097,踏上,tà shàng,to set foot on; to step on or into,เหยียบขึ้นไป,1,5,ก้าวขึ้นสู่; เหยียบย่าง,
4098,蹦,bèng,to jump; to bounce,ตุยกระดด,1,6,กระโดด; เด้ง,
4099,蹭,cèng,to rub against; to walk slowly,"ถู, เดินอืดอาด",1,6,ถู; เดินอืดอาด,
4107,躲避,duǒ bì,to hide; to evade,หลบหนี,1,5,หลบเลี่ยง; หลบ,
4130,边缘,biān yuán,edge; fringe,ขอบริ่ม,1,6,ขอบ; ชายขอบ,
4132,过不去,guò bù qù,to make life difficult for; to embarrass,ไม่สามารถผ่านไป,1,4,จงใจทำให้ลำบากใจ; หาเรื่อง,
4140,过瘾,guò yǐn,to satisfy a craving; thrilling,คลายความหิวของหา,1,6,สะใจ; จุใจ,
4145,迎合,yíng hé,to cater to; to pander to,พาง่วนพนันให้,1,6,เอาใจ; ประจบ,
4146,迎来,yíng lái,to welcome,ต้อนรับความมา,1,6,ต้อนรับการมาถึง; ก้าวสู่,
4149,近代,jìn dài,modern times; recent era,เวลาใกล้เคียง,1,6,สมัยใหม่; ยุคใกล้ปัจจุบัน,
4151,近视,jìn shì,myopic; nearsighted,เห็นใกล้ไม่ไกล,1,6,สายตาสั้น,
4163,迫害,pò hài,to persecute,ทำให้ทรมาน,1,6,กดขี่ข่มเหง; ประทุษร้าย,
4164,迷,mí,to bewilder; crazy about,"หลงใหล, บ้าคลั่ง",1,5,หลงใหล; ทำให้งงงวย,
4168,追逐,zhuī zhú,to chase; to pursue vigorously,ไล่ตามอย่างหลง,1,6,ไล่ตาม; ไล่กวด,
4175,选手,xuǎn shǒu,athlete; contestant,นักกีฬา,1,6,ผู้เข้าแข่งขัน; นักกีฬา,
4177,透过,tòu guò,to pass through; to penetrate,ผ่านไป,1,6,ทะลุผ่าน; ผ่านทาง,
4181,通信,tōng xìn,to communicate; correspond,โต้ตอบจดหมาย,1,6,ติดต่อสื่อสาร; เขียนจดหมายโต้ตอบ,
4193,遭遇,zāo yù,to meet with; to encounter,"พบเจอ, ประสบ",1,5,"พบเจอ, ประสบ",
4200,部位,bù wèi,part,ตำแหน่ง,1,6,ส่วน; บริเวณ,
4204,酗酒,xù jiǔ,heavy drinking; to get drunk,ดื่มสุรามาก,1,6,ดื่มเหล้าหนัก,
4205,酝酿,yùn niàng,to ferment; to brew (plans),หมักเหล้า,1,6,บ่มเพาะ; หมัก,lead is figurative 'brew (plans)'; หมัก = literal ferment
4207,酸甜苦辣,suān tián kǔ là,joys and sorrows of life,เปรี้ยว หวาน ขม เผ็ด,1,4,"สุขทุกข์ของชีวิต, รสชาติชีวิต",idiom = joys and sorrows of life; current is literal flavors
4208,酿造,niàng zào,to brew; to make by fermentation,"หมักขึ้น, คิดค้น",1,5,หมักบ่ม,
4209,醉,zuì,intoxicated,"เมา, ชึ่มเชื่อ",1,5,เมา; หลงใหล,current 'ชึ่มเชื่อ' looks like a typo
4211,采,cǎi,to pick; to pluck,เก็บ,1,6,"เก็บ, เด็ด",
4213,释放,shì fàng,to release; to set free,"ปล่อย, คลายตัว",1,5,"ปล่อย, ปลดปล่อย",
4217,金,jīn,gold; metal,ทอง,1,6,ทอง; โลหะ,
4227,铃声,líng shēng,ring; ringtone,"เสียงระฆัง, เสียงเรียก",1,5,เสียงกริ่ง; เสียงเรียกเข้า,
4229,铭记,míng jì,to engrave in one's memory,"จดจำลึก, ยึดมั่น",1,5,"จดจำไว้ไม่ลืม, จารึกในใจ",
4231,铺,pù,store,"ร้าน, ปูลง",1,5,ร้านค้า,current ปูลง is the pū 'to spread' reading; pinyin here is pù = shop
4232,销,xiāo,to sell; to cancel,"ขาย, ยกเลิก",1,6,ขาย; ยกเลิก,
4233,错觉,cuò jué,misconception; illusion,ภาพหลวง,1,6,ภาพลวงตา; ความเข้าใจผิด,current 'ภาพหลวง' typo for ภาพลวงตา
4235,镜头,jìng tóu,camera lens; camera shot,เลนส์กล้อง,1,6,เลนส์กล้อง; ช็อตภาพ,
4237,长期以来,cháng qī yǐ lái,for a long time,มาเป็นเวลานาน,1,5,มาเป็นเวลานาน,
4238,长跑,cháng pǎo,long-distance running,วิ่งไกล,1,5,วิ่งระยะไกล,
4240,门槛,mén kǎn,doorstep; sill,เกณฑ์เข้า,1,6,ธรณีประตู; เกณฑ์ขั้นต่ำ,EN gloss literal only; figurative 'threshold/barrier' added as 2nd sense
4242,门诊,mén zhěn,outpatient service,คลินิก,1,6,แผนกผู้ป่วยนอก,
4250,防治,fáng zhì,to prevent and cure; prevention and cure,ป้องกันรักษา,1,6,ป้องกันและรักษา,
4252,阴影,yīn yǐng,shadow,"เงา, ความมืด",1,5,เงา,
4254,阶层,jiē céng,social class,"ชั้นหนึ่ง, ลำดับชั้น",1,5,ชนชั้น,
4256,陈列,chén liè,to display; to exhibit,จัดแสดง,1,6,จัดแสดง,
4260,院,yuàn,courtyard; institution,สถาบัน,1,6,สถาบัน; ลานบ้าน,
4261,陨石,yǔn shí,meteorite; aerolite,อุกาบาต,1,5,อุกกาบาต,current 'อุกาบาต' misspelling
4263,陷,xiàn,pitfall; trap,"บ่อ, กับดัก",1,5,"หลุมพราง, กับดัก",
4264,随处可见,suí chù kě jiàn,can be seen everywhere,เห็นได้ทั่วไป,1,6,เห็นได้ทั่วไป,
4270,隔离,gé lí,to separate; to isolate,แยก,1,6,แยกออก; กักตัว,
4271,隔阂,gé hé,misunderstanding; estrangement,ความเข้าใจผิด,1,6,"ความห่างเหิน, ช่องว่างระหว่างกัน",
4272,难以,nán yǐ,hard to,"ยาก, ลำบาก",1,5,ยากที่จะ,
4274,难听,nán tīng,unpleasant to hear; coarse,เสียงแหลว,1,4,ฟังไม่เพราะ; หยาบคาย,current 'เสียงแหลว' is not a standard word; sense = unpleasant to hear / coarse
4278,雄伟,xióng wěi,grand; imposing,"งดงาม, ยิ่งใหญ่",1,5,ยิ่งใหญ่อลังการ,
4284,震惊,zhèn jīng,to shock; to astonish,ตกใจ,1,6,"ตกตะลึง, ตกใจ",
4285,青蛙,qīng wā,frog; old ugly guy,กบ,1,6,กบ,"EN-GLOSS-BUG: 'old ugly guy' is derogatory internet slang, not a dictionary sense; real meaning = frog"
4287,静止,jìng zhǐ,still; immobile,นิ่ง,1,6,หยุดนิ่ง,
4291,韧性,rèn xìng,toughness,ความยืดหยุ่น,1,5,"ความเหนียว, ความยืดหยุ่น",
4293,音像,yīn xiàng,audio and video; audiovisual,เสียงภาพ,1,6,ภาพและเสียง,
4294,顶级,dǐng jí,top-notch; first-rate,ระดับสูง,1,6,"ระดับสูงสุด, ชั้นยอด",
4296,顺其自然,shùn qí zì rán,to let nature take its course,ตามธรรมชาติ,1,5,ปล่อยให้เป็นไปตามธรรมชาติ,
4297,顺手,shùn shǒu,conveniently; in passing,อย่างไม่เสียหาย,1,4,"สะดวกมือ, ทำไปในตัว",current 'อย่างไม่เสียหาย' (=without damage) is wrong; 顺手 = conveniently / in passing
4298,须,xū,must; to have to,ต้องจำเป็น,1,4,"ต้อง, จำเป็นต้อง",
4299,顽强,wán qiáng,tenacious; hard to defeat,ดื้อ,1,6,"ทรหดอดทน, ไม่ยอมแพ้",current ดื้อ (stubborn) has wrong negative connotation; 顽强 = tenacious / indomitable
4300,顾,gù,to look after; to consider,ดูแล,1,6,ดูแล; คำนึงถึง,
4303,预期,yù qī,to expect; to anticipate,คาดการณ์,1,5,คาดการณ์,
4308,频道,pín dào,frequency; television channel,"ช่อง, ความถี่",1,5,ช่อง; คลื่นความถี่,'frequency' sense is imprecise — that is 频率; 频道 = channel
4312,风趣,fēng qù,charm; humor,ความเสน่ห์,1,6,"อารมณ์ขัน, ไหวพริบชวนหัว",
4313,风采,fēng cǎi,svelte; elegant manner,ความงดงาม,1,5,ความสง่างาม,
4315,餐桌,cān zhuō,dining table; dinner table,โต๊ะรับประทาน,1,5,"โต๊ะอาหาร, โต๊ะกินข้าว",
4317,饭碗,fàn wǎn,rice bowl,"อาชีพ, งาน",1,5,ชามข้าว; อาชีพการงาน,
4320,首府,shǒu fǔ,capital city of an autonomous region,เมืองหลวง,1,6,"เมืองหลวงของมณฑล, เมืองเอก","regional/provincial capital, distinct from 首都 national capital"
4322,马路,mǎ lù,street; road,ถนน,1,4,ถนน,
4323,驱动,qū dòng,to drive; to propel,ขับเคลื่อน,1,6,ขับเคลื่อน,
4324,驱逐,qū zhú,to expel; to deport,ไล่ออก,1,6,ขับไล่; เนรเทศ,
4326,骤然,zhòu rán,suddenly; abruptly,ทันที,1,6,"อย่างกะทันหัน, ทันทีทันใด",
4329,高尚,gāo shàng,noble; lofty,สูงส่วน,1,6,"สูงส่ง, มีคุณธรรม",current 'สูงส่วน' typo for สูงส่ง
4331,高手,gāo shǒu,expert; past master,ผู้เชี่ยวชาญ,1,4,"ผู้เชี่ยวชาญ, เซียน",
4333,高贵,gāo guì,grandeur; noble,สูงส่วน,1,6,"สูงส่ง, สูงศักดิ์",current 'สูงส่วน' typo for สูงส่ง
4335,高速,gāo sù,high speed; expressway,ความเร็วสูง,1,6,ความเร็วสูง; ทางด่วน,
4337,鲜美,xiān měi,fresh and delicious; tasty,สดชื่นอร่อย,1,6,"อร่อยกลมกล่อม, รสเลิศ",
4340,鸦雀无声,yā què wú shēng,dead silence; not a sound,นิ่งเงียบ,1,5,"เงียบกริบ, เงียบสนิท",
4341,麻木,má mù,numb; insensitive,"ชา, มึนชา",1,6,ชา; เฉยชา,
4344,默读,mò dú,to read in silence,อ่านเงียบ,1,6,อ่านในใจ,
4345,默默,mò mò,in silence; not speaking,เงียบ,1,6,"อย่างเงียบๆ, โดยไม่พูดสักคำ",
