hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
园林,yuán lín,gardens; park,"สวน, อุทยาน",12,6,"สวน, อุทยาน",
国际,guó jì,international,"ระหว่างประเทศ, นานาชาติ",12,4,"ระหว่างประเทศ, นานาชาติ",
地区,dì qū,region; area,"พื้นที่, เขต, ภูมิภาค",12,5,"พื้นที่, เขต, ภูมิภาค",
增长,zēng zhǎng,to grow; to increase,"เติบโต, เพิ่มขึ้น",12,4,"เติบโต, เพิ่มขึ้น",
大雁,dà yàn,wild goose,ห่านป่า,12,5,ห่านป่า,
妈妈,mā mā,mama; mommy,แม่,12,1,แม่,
婴儿,yīng ér,infant; baby,ทารก,12,5,ทารก,
安静,ān jìng,quiet; peaceful,"เงียบ, สงบ",12,3,"เงียบ, สงบ",
宾馆,bīn guǎn,guesthouse; lodge,โรงแรม,12,2,โรงแรม,
富翁,fù wēng,rich person; millionaire,"เศรษฐี, มหาเศรษฐี",12,5,"เศรษฐี, มหาเศรษฐี",
对于,duì yú,regarding,"สำหรับ, เกี่ยวกับ",12,4,"สำหรับ, เกี่ยวกับ",
将来,jiāng lái,in the future; future,"อนาคต, ในอนาคต",12,4,"อนาคต, ในอนาคต",
小时候,xiǎo shí hòu,in one's childhood,ตอนเด็กๆ,12,3,ตอนเด็กๆ,
工资,gōng zī,wages; pay,"เงินเดือน, ค่าจ้าง",12,4,"เงินเดือน, ค่าจ้าง",
巧克力,qiǎo kè lì,loanword chocolate,ช็อกโกแลต,12,4,ช็อกโกแลต,EN-GLOSS-BUG: 'loanword chocolate' — 'loanword' is a meta tag; sense is just 'chocolate'.
建筑,jiàn zhù,to construct; building,"ก่อสร้าง; อาคาร, สิ่งก่อสร้าง",12,5,"ก่อสร้าง; อาคาร, สิ่งก่อสร้าง",
开玩笑,kāi wán xiào,to play a joke; to make fun of,"ล้อเล่น, พูดเล่น",12,4,"ล้อเล่น, พูดเล่น",
弟弟,dì di,younger brother,น้องชาย,12,2,น้องชาย,
忘记,wàng jì,to forget,ลืม,12,3,ลืม,
怀疑,huái yí,to doubt; to be skeptical of,"สงสัย, เคลือบแคลง",12,4,"สงสัย, เคลือบแคลง",
思考,sī kǎo,to reflect on; to ponder over,"คิด, ขบคิด, ไตร่ตรอง",12,5,"คิด, ขบคิด, ไตร่ตรอง",
情感,qíng gǎn,feeling; emotion,"ความรู้สึก, อารมณ์",12,4,"ความรู้สึก, อารมณ์",
抱歉,bào qiàn,to be sorry; to feel apologetic,"ขอโทษ, รู้สึกผิด",12,4,"ขอโทษ, รู้สึกผิด",
按照,àn zhào,according to,"ตามที่, ตาม",12,4,"ตามที่, ตาม",
数字,shù zì,numeral; digit,"ตัวเลข, จำนวน",12,4,"ตัวเลข, จำนวน",
数量,shù liàng,amount; quantity,"จำนวน, ปริมาณ",12,4,"จำนวน, ปริมาณ",
方向,fāng xiàng,direction; orientation,ทิศทาง,12,4,ทิศทาง,
智慧,zhì huì,wisdom; intelligence,"ปัญญา, สติปัญญา",12,5,"ปัญญา, สติปัญญา",
暂时,zàn shí,temporary; provisional,ชั่วคราว,12,4,ชั่วคราว,
有时候,yǒu shí hòu,sometimes,บางครั้ง,12,3,บางครั้ง,
条件,tiáo jiàn,condition; circumstance,เงื่อนไข; สภาพ,12,4,เงื่อนไข; สภาพ,
污染,wū rǎn,to pollute; to contaminate,มลพิษ; ปนเปื้อน,12,4,มลพิษ; ปนเปื้อน,
汽水,qì shuǐ,soda pop; carbonated soft drink,น้ำอัดลม,12,5,น้ำอัดลม,
活,huó,to live; alive,มีชีวิต; อยู่,12,4,มีชีวิต; อยู่,
演出,yǎn chū,to act; to perform,การแสดง; แสดง,12,4,การแสดง; แสดง,
玩耍,wán shuǎ,to play; to amuse oneself,เล่นสนุก,12,5,เล่นสนุก,
甜,tián,sweet,หวาน,12,3,หวาน,
画家,huà jiā,painter,"จิตรกร, ศิลปิน(วาดภาพ)",12,5,"จิตรกร, ศิลปิน(วาดภาพ)",
盐,yán,salt,เกลือ,12,4,เกลือ,
真正,zhēn zhèng,genuine; real,"แท้จริง, อย่างแท้จริง",12,4,"แท้จริง, อย่างแท้จริง",
破,pò,broken; damaged,"แตก, ชำรุด, เสียหาย",12,4,"แตก, ชำรุด, เสียหาย",
科学,kē xué,science; scientific knowledge,วิทยาศาสตร์,12,4,วิทยาศาสตร์,
移动,yí dòng,to move; movement,"เคลื่อนที่, ย้าย",12,5,"เคลื่อนที่, ย้าย",
笑话,xiào huà,joke; jest,"เรื่องตลก, มุก",12,4,"เรื่องตลก, มุก",
糖,táng,sugar; sweets,น้ำตาล; ลูกอม,12,3,น้ำตาล; ลูกอม,
累,lèi,tired; exhausted,เหนื่อย,12,2,เหนื่อย,
结束,jié shù,to end; to finish,"จบ, สิ้นสุด",12,3,"จบ, สิ้นสุด",
绘画,huì huà,to draw; to paint,การวาดภาพ; วาดภาพ,12,5,การวาดภาพ; วาดภาพ,
继续,jì xù,to continue,"ดำเนินต่อ, ทำต่อไป",12,4,"ดำเนินต่อ, ทำต่อไป",
自信,zì xìn,confident; self-confidence,มั่นใจในตัวเอง; ความมั่นใจ,12,4,มั่นใจในตัวเอง; ความมั่นใจ,
自我,zì wǒ,the self; oneself,"ตัวตน, อัตตา",12,5,"ตัวตน, อัตตา",
色彩,sè cǎi,tint; coloring,"สีสัน, สี",12,6,"สีสัน, สี",
著名,zhù míng,famous; noted,มีชื่อเสียง,12,4,มีชื่อเสียง,
虾,xiā,shrimp; prawn,กุ้ง,12,6,กุ้ง,
蛇,shé,snake; serpent,งู,12,5,งู,
行为,xíng wéi,action; conduct,"พฤติกรรม, การกระทำ",12,5,"พฤติกรรม, การกระทำ",
表示,biǎo shì,of someone to express; to state,"แสดง, แสดงออก, สื่อถึง",12,3,"แสดง, แสดงออก, สื่อถึง",EN-GLOSS-BUG: 'of someone to express' is malformed EN; sense = to express/indicate. Thai kept.
解决,jiě jué,to solve; to resolve,"แก้ไข, แก้ปัญหา",12,3,"แก้ไข, แก้ปัญหา",
认真,rèn zhēn,conscientious; earnest,"จริงจัง, ตั้งใจ",12,3,"จริงจัง, ตั้งใจ",
请假,qǐng jià,to request leave of absence,"ลา, ขอลา(หยุด)",12,3,"ลา, ขอลา(หยุด)",
输,shū,to lose; to transport,"แพ้; ลำเลียง, ขนส่ง",12,4,"แพ้; ลำเลียง, ขนส่ง",
近,jìn,near; close to,ใกล้,12,2,ใกล้,
进,jìn,to go forward; to advance,เข้า,12,2,เข้า,
进入,jìn rù,to enter; to join,"เข้าสู่, เข้าไป",12,4,"เข้าสู่, เข้าไป",
追求,zhuī qiú,to pursue stubbornly; to seek after,"ไล่ตาม, แสวงหา; จีบ",12,5,"ไล่ตาม, แสวงหา; จีบ",
重量,zhòng liàng,weight,น้ำหนัก,12,5,น้ำหนัก,
难过,nán guò,to feel sad; to feel unwell,"เศร้า, ไม่สบายใจ",12,3,"เศร้า, ไม่สบายใจ",
面前,miàn qián,in front of; facing,"ตรงหน้า, เบื้องหน้า",12,3,"ตรงหน้า, เบื้องหน้า",
风景,fēng jǐng,scenery; landscape,"ทิวทัศน์, วิว",12,4,"ทิวทัศน์, วิว",
飞,fēi,to fly,บิน,12,3,บิน,
食品,shí pǐn,foodstuff; food,"ผลิตภัณฑ์อาหาร, อาหาร",12,4,"ผลิตภัณฑ์อาหาร, อาหาร",
骗,piàn,to cheat; to swindle,"หลอก, โกง",12,4,"หลอก, โกง",
一生,yī shēng,all one's life; throughout one's life,"ทั้งชีวิต, ตลอดชีวิต",11,4,"ทั้งชีวิต, ตลอดชีวิต",
上午,shàng wǔ,morning,"ตอนสาย, ช่วงเช้า",11,1,"ตอนสาย, ช่วงเช้า",
上网,shàng wǎng,to go online; to connect to the Internet,"เล่นอินเทอร์เน็ต, ออนไลน์",11,3,"เล่นอินเทอร์เน็ต, ออนไลน์",
下来,xià lái,to come down; completed action marker,ลงมา; (คำบอกการเสร็จสิ้น),11,3,ลงมา; (คำบอกการเสร็จสิ้น),
下雨,xià yǔ,to rain,ฝนตก,11,1,ฝนตก,
不少,bù shǎo,many; quite a few,"ไม่น้อย, มากมาย",11,3,"ไม่น้อย, มากมาย",
专家,zhuān jiā,expert; specialist,ผู้เชี่ยวชาญ,11,5,ผู้เชี่ยวชาญ,
乐观,lè guān,optimistic; hopeful,มองโลกในแง่ดี,11,5,มองโลกในแง่ดี,
乘坐,chéng zuò,to take; to ride,"โดยสาร, นั่ง(ยานพาหนะ)",11,4,"โดยสาร, นั่ง(ยานพาหนะ)",
人才,rén cái,talent; talented person,"คนเก่ง, บุคลากรที่มีความสามารถ",11,4,"คนเก่ง, บุคลากรที่มีความสามารถ",
今年,jīn nián,this year,ปีนี้,11,1,ปีนี้,
介绍,jiè shào,to introduce; to give a presentation,แนะนำ,11,2,แนะนำ,
位置,wèi zhì,position; place,"ตำแหน่ง, ที่ตั้ง",11,5,"ตำแหน่ง, ที่ตั้ง",
信任,xìn rèn,to trust; to have confidence in,"ไว้วางใจ, เชื่อใจ",11,4,"ไว้วางใจ, เชื่อใจ",
全,quán,whole; entire; all,"ทั้งหมด, ครบถ้วน",11,4,"ทั้งหมด, ครบถ้วน",
养,yǎng,to raise; to bring up,เลี้ยง(สัตว์/ลูก); บำรุง,11,5,เลี้ยง(สัตว์/ลูก); บำรุง,
删除,shān chú,to delete; to cancel,"ลบ, ลบทิ้ง",11,5,"ลบ, ลบทิ้ง",
博士,bó shì,PhD; doctor (degree),"ปริญญาเอก, ดอกเตอร์",11,4,"ปริญญาเอก, ดอกเตอร์",
即,jí,namely; that is,"คือ, ก็คือ; ทันที",11,4,"คือ, ก็คือ; ทันที",
参观,cān guān,to visit; to tour,"เยี่ยมชม, ทัศนศึกษา",11,4,"เยี่ยมชม, ทัศนศึกษา",
合格,hé gé,to meet the standard required; qualified,"ได้มาตรฐาน, ผ่านเกณฑ์, มีคุณสมบัติ",11,4,"ได้มาตรฐาน, ผ่านเกณฑ์, มีคุณสมบัติ",
合适,hé shì,suitable; fitting,"เหมาะสม, พอเหมาะ",11,4,"เหมาะสม, พอเหมาะ",
