hanzi,sentence,en,th
鸡,农场里养了很多鸡。,The farm raises many chickens.,ในฟาร์มเลี้ยงไก่ไว้เยอะมาก
调整,他调整了自己的计划。,He adjusted his plan.,เขาปรับแผนของตัวเอง
采访,记者采访了那位演员。,The reporter interviewed that actor.,นักข่าวสัมภาษณ์นักแสดงคนนั้น
一片,窗外是一片绿色。,Outside the window is a stretch of green.,นอกหน้าต่างเป็นสีเขียวไปทั้งผืน
位于,学校位于市中心。,The school is located in the city center.,โรงเรียนตั้งอยู่ใจกลางเมือง
作为,他工作认真，很有作为。,He works conscientiously and has accomplished a lot.,เขาทำงานอย่างจริงจัง และมีผลงานโดดเด่น
入,请大家依次入场。,"Please enter the venue in order, everyone.",ขอให้ทุกคนทยอยเข้างานตามลำดับ
完美,这次演出非常完美。,This performance was very perfect.,การแสดงครั้งนี้สมบูรณ์แบบมาก
成长,孩子每天都在成长。,The child is growing every day.,เด็กเติบโตขึ้นทุกวัน
掌握,他掌握了三种语言。,He has mastered three languages.,เขาเชี่ยวชาญถึงสามภาษา
服装,这家店卖服装。,This shop sells clothing.,ร้านนี้ขายเสื้อผ้า
珍惜,我们要珍惜时间。,We should treasure our time.,เราควรเห็นคุณค่าของเวลา
目前,目前他还没回来。,"At present, he hasn't come back yet.",ตอนนี้เขายังไม่กลับมา
相处,我们相处得很好。,We get along very well.,เราเข้ากันได้ดีมาก
营养,这种食物很有营养。,This food is very nutritious.,อาหารชนิดนี้มีสารอาหารมาก
采取,政府采取了新措施。,The government adopted new measures.,รัฐบาลนำมาตรการใหม่มาใช้
面积,这个房间面积很大。,This room has a large area.,ห้องนี้มีพื้นที่กว้างมาก
一旦,你一旦决定就别改。,"Once you decide, don't change it.",พอตัดสินใจแล้วก็อย่าเปลี่ยน
事物,世界上的事物都在变化。,Things in the world are always changing.,สรรพสิ่งในโลกล้วนเปลี่ยนแปลงอยู่ตลอด
到达,火车到达北京了。,The train has arrived in Beijing.,รถไฟมาถึงปักกิ่งแล้ว
强,这个队伍非常强。,This team is very strong.,ทีมนี้แข็งแกร่งมาก
微笑,她对我微笑。,She smiled at me.,เธอยิ้มให้ฉัน
明显,变化非常明显。,The change is very obvious.,ความเปลี่ยนแปลงชัดเจนมาก
未来,未来会更好。,The future will be better.,อนาคตจะดีขึ้น
立刻,他立刻就走了。,He left immediately.,เขาไปทันที
精力,他每天精力充沛。,He is full of energy every day.,เขามีพลังเต็มเปี่ยมทุกวัน
责备,妈妈责备了他。,Mom blamed him.,แม่ตำหนิเขา
软件,这个软件很好用。,This software is easy to use.,ซอฟต์แวร์นี้ใช้งานง่ายมาก
通常,我通常七点起床。,I usually get up at seven.,ปกติฉันตื่นนอนตอนเจ็ดโมง
预订,我们预订了房间。,We booked a room.,เราจองห้องไว้แล้ว
专家,他是教育专家。,He is an education expert.,เขาเป็นผู้เชี่ยวชาญด้านการศึกษา
似乎,他似乎很累。,He seems very tired.,เขาดูเหมือนจะเหนื่อยมาก
功能,这个手机功能很多。,This phone has many functions.,โทรศัพท์เครื่องนี้มีฟังก์ชันเยอะ
数据,请检查这些数据。,Please check this data.,ช่วยตรวจสอบข้อมูลเหล่านี้ด้วย
气氛,教室里气氛很好。,The atmosphere in the classroom is great.,บรรยากาศในห้องเรียนดีมาก
消费,现在的人喜欢网上消费。,People nowadays like to spend money online.,คนสมัยนี้ชอบใช้จ่ายทางออนไลน์
灵活,他的想法很灵活。,His thinking is very flexible.,ความคิดของเขายืดหยุ่นมาก
刀,他用刀切菜。,He cuts vegetables with a knife.,เขาใช้มีดหั่นผัก
彻底,他彻底打扫了房间。,He thoroughly cleaned the room.,เขาทำความสะอาดห้องอย่างทั่วถึง
